user_id,user_name
6215106280,minebnormibot
5215496139,BRC2T
6354975019,
1754976894,
5089186971,
5025919816,
6436220717,
978814404,jija0409
5591555064,phuwadols
1941648427,
5885034003,
6284867484,RavenTradeAlertBot
6082909460,GangTradeFX1AlertBot
5773295420,bnormi
1763498590,
5620525872,NuttaphonN
5517967161,siamThongnak
5712048273,purdtanitas
