user_id,user_name,ind
5619126061,kittimanas_d,left_only
1048574282,,left_only
5361767790,,left_only
700604661,vitawat,left_only
1391854933,Bewtie,left_only
5962074849,,left_only
5306511756,Thammass,left_only
