2022.06.29,00:00,949.9,949.9,943.8,944.1,87
2022.06.30,00:00,944.9,944.9,930.9,930.9,247
2022.07.01,00:00,931.0,936.5,929.6,935.4,233
2022.07.04,00:00,932.5,938.2,929.4,932.1,360
2022.07.05,00:00,934.5,935.5,923.5,925.2,434
2022.07.06,00:00,920.1,927.9,920.1,927.7,424
2022.07.07,00:00,926.5,938.0,926.1,937.8,373
2022.07.08,00:00,944.0,944.0,935.2,938.6,262
2022.07.11,00:00,935.0,940.2,933.0,937.7,277
2022.07.12,00:00,935.1,935.3,929.5,931.9,276
2022.07.14,00:00,928.5,931.7,923.2,925.8,382
2022.07.15,00:00,927.0,927.8,916.0,924.6,631
2022.07.18,00:00,929.0,934.0,928.0,930.6,386
2022.07.19,00:00,929.9,929.9,917.2,924.5,498
2022.07.20,00:00,930.8,932.2,924.0,925.0,423
2022.07.21,00:00,922.5,929.5,922.5,927.9,323
2022.07.22,00:00,930.1,935.7,927.5,935.4,508
2022.07.25,00:00,933.7,938.3,931.2,936.6,351
2022.07.26,00:00,936.3,937.4,934.0,935.0,196
2022.07.27,00:00,932.9,942.0,931.9,940.6,321
2022.08.01,00:00,947.3,949.8,943.6,947.3,404
2022.08.02,00:00,944.4,949.5,942.4,946.7,431
2022.08.03,00:00,945.7,949.8,944.4,949.7,341
2022.08.04,00:00,953.0,953.0,946.7,949.8,370
2022.08.05,00:00,950.0,952.0,948.7,951.0,233
2022.08.08,00:00,950.1,959.9,946.1,958.5,529
2022.08.09,00:00,958.6,965.8,957.1,964.2,511
2022.08.10,00:00,962.3,964.3,958.4,962.0,370
2022.08.11,00:00,971.0,971.0,962.3,966.5,446
2022.08.15,00:00,967.6,973.2,967.2,970.2,404
2022.08.16,00:00,973.0,974.5,967.5,968.2,419
2022.08.17,00:00,970.1,975.5,969.2,972.2,363
2022.08.18,00:00,970.7,973.6,969.2,973.5,322
2022.08.19,00:00,972.0,972.8,964.3,965.8,340
2022.08.22,00:00,963.2,965.7,957.8,957.8,364
2022.08.23,00:00,959.0,971.6,956.7,969.8,494
2022.08.24,00:00,971.8,974.5,964.8,970.8,607
2022.08.25,00:00,973.2,981.0,973.2,978.1,646
